league,season,team,player,nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
GER-Bundesliga,2023-24,Bochum,Simon Zoller,GER,"FW,MF",32,1991,0.5,10,1,1,8,1,0,10,0,0,,0,,2,9,0,0,0,0,1,0,6,0
GER-Bundesliga,2023-24,Bochum,Takuma Asano,JPN,"FW,MF",28,1994,22.1,636,17,71,218,363,95,636,37,16,43.2,18,48.6,378,2790,1280,56,27,28,47,33,428,167
GER-Bundesliga,2023-24,Bochum,Tim Oermann,GER,DF,19,2003,7.9,356,41,115,176,71,2,356,10,5,50.0,5,50.0,120,741,346,6,9,2,10,5,128,7
GER-Bundesliga,2023-24,Darmstadt 98,Aaron Seydel,GER,FW,27,1996,6.9,283,13,20,136,128,31,283,11,3,27.3,7,63.6,123,451,117,7,3,3,26,12,214,35
GER-Bundesliga,2023-24,Darmstadt 98,Alexander Brunst,GER,GK,28,1995,3.0,155,94,150,5,0,0,155,0,0,,0,,89,394,226,0,0,0,0,0,75,0
GER-Bundesliga,2023-24,Darmstadt 98,Andreas Müller,GER,MF,23,2000,3.9,208,6,51,126,34,1,208,2,0,0.0,2,100.0,98,506,189,3,4,0,4,2,131,7
GER-Bundesliga,2023-24,Darmstadt 98,Asaf Arania,ISR,MF,17,2005,0.1,5,0,0,2,3,0,5,0,0,,0,,2,16,9,0,1,0,0,0,4,2
GER-Bundesliga,2023-24,Darmstadt 98,Bartol Franjić,CRO,MF,23,2000,13.7,689,44,214,410,72,7,689,13,7,53.8,6,46.2,327,1782,841,13,8,1,13,8,418,14
GER-Bundesliga,2023-24,Darmstadt 98,Braydon Manu,GHA,MF,26,1997,1.9,56,1,9,24,24,4,56,9,4,44.4,5,55.6,34,203,120,5,0,1,2,1,37,9
GER-Bundesliga,2023-24,Darmstadt 98,Christoph Klarer,AUT,DF,23,2000,26.2,1440,183,768,590,88,32,1440,7,6,85.7,1,14.3,786,3453,1776,9,7,2,6,6,988,11
GER-Bundesliga,2023-24,Darmstadt 98,Christoph Zimmermann,GER,DF,30,1993,13.6,728,104,411,299,25,9,728,3,2,66.7,1,33.3,341,1815,938,7,4,0,7,2,403,1
GER-Bundesliga,2023-24,Darmstadt 98,Clemens Riedel,GER,DF,20,2003,8.4,667,49,261,339,73,6,667,8,4,50.0,4,50.0,424,2084,1146,4,10,0,3,2,460,27
GER-Bundesliga,2023-24,Darmstadt 98,Emir Karic,AUT,DF,26,1997,19.8,1407,69,389,689,344,14,1407,29,18,62.1,10,34.5,697,3756,2268,56,32,1,20,10,869,85
GER-Bundesliga,2023-24,Darmstadt 98,Fabian Holland,GER,"MF,DF",33,1990,20.4,1111,54,291,619,209,18,1111,15,8,53.3,6,40.0,585,2669,1313,11,12,1,22,9,692,47
GER-Bundesliga,2023-24,Darmstadt 98,Fabian Nürnberger,BUL,"DF,MF",24,1999,16.8,1043,28,237,479,332,26,1043,33,18,54.5,15,45.5,584,3317,1546,35,26,7,15,14,670,91
GER-Bundesliga,2023-24,Darmstadt 98,Fabian Schnellhardt,GER,MF,29,1994,2.6,196,6,41,110,47,2,196,2,1,50.0,1,50.0,101,569,302,6,4,0,2,2,133,9
GER-Bundesliga,2023-24,Darmstadt 98,Fabio Torsiello,ITA,"FW,DF",18,2005,1.7,48,1,5,23,20,3,48,3,1,33.3,2,66.7,28,152,68,2,0,0,8,3,32,8
GER-Bundesliga,2023-24,Darmstadt 98,Filip Stojilković,SUI,"FW,MF",23,2000,1.7,35,1,2,12,21,8,35,3,1,33.3,1,33.3,24,156,99,4,2,4,4,0,25,10
GER-Bundesliga,2023-24,Darmstadt 98,Frank Ronstadt,GER,"DF,MF",26,1997,0.8,56,5,14,27,16,0,56,3,0,0.0,1,33.3,33,190,117,3,2,0,1,2,39,4
GER-Bundesliga,2023-24,Darmstadt 98,Fraser Hornby,SCO,"FW,MF",23,1999,2.4,91,5,8,34,51,18,91,4,1,25.0,3,75.0,38,234,125,7,3,4,4,4,57,7
GER-Bundesliga,2023-24,Darmstadt 98,Gerrit Holtmann,PHI,"MF,FW",28,1995,4.4,224,7,37,92,101,11,224,15,7,46.7,6,40.0,109,850,441,13,11,8,15,13,134,20
GER-Bundesliga,2023-24,Darmstadt 98,Jannik Müller,GER,"DF,MF",29,1994,12.6,687,61,332,312,51,5,687,4,2,50.0,2,50.0,314,1546,807,8,5,0,10,3,369,7
GER-Bundesliga,2023-24,Darmstadt 98,Julian Justvan,GER,"MF,FW",25,1998,11.4,517,15,75,259,191,20,517,37,16,43.2,19,51.4,291,1675,827,20,19,5,15,10,338,50
GER-Bundesliga,2023-24,Darmstadt 98,Klaus Gjasula,ALB,"DF,MF",33,1989,15.1,921,81,379,465,78,12,921,5,3,60.0,2,40.0,462,2524,1196,8,8,0,7,6,560,7
GER-Bundesliga,2023-24,Darmstadt 98,Luca Pfeiffer,GER,"FW,MF",26,1996,18.0,565,25,66,266,237,59,565,21,7,33.3,9,42.9,278,1365,529,15,14,2,23,19,373,81
GER-Bundesliga,2023-24,Darmstadt 98,Marcel Schuhen,GER,GK,30,1993,31.0,1570,1186,1530,40,0,0,1570,1,1,100.0,0,0.0,890,4586,2833,0,0,0,0,0,756,0
GER-Bundesliga,2023-24,Darmstadt 98,Marvin Mehlem,GER,MF,25,1997,16.5,785,21,137,411,242,40,785,24,10,41.7,12,50.0,405,1984,861,27,16,13,37,19,494,73
GER-Bundesliga,2023-24,Darmstadt 98,Matej Maglica,CRO,DF,24,1998,18.9,1220,137,629,529,67,13,1220,4,1,25.0,3,75.0,626,2954,1542,11,11,1,8,6,739,5
GER-Bundesliga,2023-24,Darmstadt 98,Mathias Honsak,AUT,"FW,MF",26,1996,11.3,476,27,99,181,199,36,476,30,9,30.0,21,70.0,271,1432,571,22,14,8,51,14,326,62
GER-Bundesliga,2023-24,Darmstadt 98,Matthias Bader,GER,"DF,MF",26,1997,20.0,1134,47,384,494,267,25,1134,48,18,37.5,24,50.0,588,3257,1673,38,30,6,36,14,629,66
GER-Bundesliga,2023-24,Darmstadt 98,Oscar Vilhelmsson,SWE,"FW,MF",19,2003,15.3,362,24,40,163,164,41,362,18,5,27.8,12,66.7,172,909,359,16,10,8,29,8,256,72
GER-Bundesliga,2023-24,Darmstadt 98,Sebastian Polter,GER,FW,32,1991,5.0,161,6,11,78,73,23,161,5,2,40.0,3,60.0,80,311,78,5,1,1,16,7,133,26
GER-Bundesliga,2023-24,Darmstadt 98,Thomas Isherwood,SWE,DF,25,1998,7.1,345,53,208,127,11,2,345,1,1,100.0,0,0.0,189,1059,587,6,6,0,3,0,220,1
GER-Bundesliga,2023-24,Darmstadt 98,Tim Skarke,GER,"FW,DF",26,1996,26.7,1134,32,199,470,482,71,1134,63,28,44.4,32,50.8,640,3890,1888,61,35,20,55,23,761,190
GER-Bundesliga,2023-24,Darmstadt 98,Tobias Kempe,GER,MF,34,1989,15.0,690,22,117,336,247,29,687,19,8,42.1,10,52.6,314,1620,696,15,12,3,28,11,365,46
GER-Bundesliga,2023-24,Dortmund,Alexander Meyer,GER,GK,32,1991,7.7,382,290,380,2,0,0,382,1,1,100.0,0,0.0,270,1316,685,0,0,0,0,0,242,0
GER-Bundesliga,2023-24,Dortmund,Antonios Papadopoulos,GER,DF,23,1999,1.3,91,16,67,22,2,0,91,0,0,,0,,56,188,76,0,0,0,0,0,57,0
GER-Bundesliga,2023-24,Dortmund,Donyell Malen,NED,"FW,MF",24,1999,19.8,799,10,78,261,475,118,799,95,42,44.2,40,42.1,559,3937,1957,73,49,45,51,39,631,163
GER-Bundesliga,2023-24,Dortmund,Emre Can,GER,"MF,DF",29,1994,21.7,1702,102,568,972,177,18,1700,29,15,51.7,11,37.9,969,5308,2363,35,16,3,29,21,1173,18
GER-Bundesliga,2023-24,Dortmund,Felix Nmecha,GER,MF,22,2000,11.3,598,32,129,316,158,28,598,19,9,47.4,6,31.6,340,2055,920,19,20,3,17,13,412,28
GER-Bundesliga,2023-24,Dortmund,Gio Reyna,USA,"MF,FW",20,2002,3.1,239,9,30,110,103,15,239,8,5,62.5,3,37.5,144,711,312,8,6,2,8,7,176,19
GER-Bundesliga,2023-24,Dortmund,Gregor Kobel,SUI,GK,25,1997,26.3,1239,945,1232,8,0,0,1239,1,1,100.0,0,0.0,746,3692,1728,0,0,0,0,0,731,0
GER-Bundesliga,2023-24,Dortmund,Hendry Blank,GER,DF,18,2004,0.5,66,11,38,28,0,0,66,0,0,,0,,49,201,80,0,0,0,0,1,56,0
GER-Bundesliga,2023-24,Dortmund,Ian Maatsen,NED,DF,21,2002,14.0,1216,40,320,645,268,23,1216,23,13,56.5,10,43.5,738,4424,2362,41,23,8,23,9,849,49
GER-Bundesliga,2023-24,Dortmund,Jadon Sancho,ENG,"FW,MF",23,2000,10.5,622,11,72,215,344,56,622,70,36,51.4,30,42.9,445,3182,1821,61,37,29,21,9,484,114
GER-Bundesliga,2023-24,Dortmund,Jamie Gittens,ENG,"FW,MF",18,2004,11.8,574,10,68,213,308,67,574,99,42,42.4,42,42.4,399,3408,1669,64,50,40,35,31,434,105
GER-Bundesliga,2023-24,Dortmund,Julian Brandt,GER,"MF,FW",27,1996,24.7,1547,28,196,682,679,57,1547,67,27,40.3,38,56.7,883,5427,2220,74,58,17,44,42,1109,158
GER-Bundesliga,2023-24,Dortmund,Julian Ryerson,NOR,DF,25,1997,19.6,1346,60,430,588,343,32,1346,40,16,40.0,18,45.0,813,4244,2096,41,41,6,29,26,867,118
GER-Bundesliga,2023-24,Dortmund,Julien Duranville,BEL,"FW,MF",17,2006,0.1,14,0,1,6,7,1,14,5,3,60.0,2,40.0,12,57,26,2,1,1,3,4,13,1
GER-Bundesliga,2023-24,Dortmund,Karim Adeyemi,GER,"FW,MF",21,2002,10.1,458,10,69,170,227,63,458,60,18,30.0,32,53.3,310,2413,1171,52,22,27,29,25,318,96
GER-Bundesliga,2023-24,Dortmund,Kjell-Arik Wätjen,GER,"MF,FW",17,2006,1.2,63,9,26,32,8,0,63,4,2,50.0,1,25.0,45,290,167,3,2,0,1,0,45,1
GER-Bundesliga,2023-24,Dortmund,Marcel Sabitzer,AUT,MF,29,1994,21.8,1305,69,271,694,346,56,1304,30,11,36.7,15,50.0,711,3258,1767,39,21,7,23,14,883,69
GER-Bundesliga,2023-24,Dortmund,Marco Reus,GER,"MF,FW",34,1989,17.8,906,31,149,404,363,77,906,21,8,38.1,10,47.6,496,2576,1275,31,33,7,42,15,632,89
GER-Bundesliga,2023-24,Dortmund,Marius Wolf,GER,DF,28,1995,13.0,1013,25,282,469,266,22,1013,23,11,47.8,11,47.8,535,2426,1513,36,34,3,19,5,673,79
GER-Bundesliga,2023-24,Dortmund,Mateu Morey,ESP,DF,23,2000,1.2,100,5,46,41,13,2,100,1,1,100.0,0,0.0,67,315,172,3,2,0,2,1,68,4
GER-Bundesliga,2023-24,Dortmund,Mats Hummels,GER,DF,34,1988,17.6,1649,167,698,888,76,20,1649,7,2,28.6,4,57.1,1095,5594,3224,11,13,1,7,6,1183,1
GER-Bundesliga,2023-24,Dortmund,Niclas Füllkrug,GER,FW,30,1993,24.6,782,31,71,353,360,105,779,20,5,25.0,10,50.0,409,1511,560,17,16,11,50,23,620,119
GER-Bundesliga,2023-24,Dortmund,Nico Schlotterbeck,GER,DF,23,1999,31.8,3024,330,1351,1543,155,39,3024,17,8,47.1,7,41.2,1883,9985,6376,55,42,2,19,3,2160,11
GER-Bundesliga,2023-24,Dortmund,Niklas Süle,GER,DF,27,1995,16.8,1656,179,749,851,63,11,1656,4,3,75.0,1,25.0,1062,5019,2689,19,13,0,3,6,1266,9
GER-Bundesliga,2023-24,Dortmund,Ole Pohlmann,GER,MF,22,2001,0.6,31,1,3,13,15,2,31,2,1,50.0,1,50.0,19,127,32,0,1,1,3,1,20,4
GER-Bundesliga,2023-24,Dortmund,Ramy Bensebaini,ALG,DF,28,1995,11.5,1000,58,288,522,202,19,1000,17,16,94.1,0,0.0,575,2507,1200,17,22,1,19,3,653,63
GER-Bundesliga,2023-24,Dortmund,Salih Özcan,TUR,MF,25,1998,13.2,933,34,212,613,111,3,933,11,6,54.5,4,36.4,486,2247,1091,16,15,0,13,7,617,24
GER-Bundesliga,2023-24,Dortmund,Samuel Bamba,GER,FW,19,2004,0.5,30,1,4,5,22,8,30,1,1,100.0,0,0.0,15,146,103,5,3,1,5,0,22,7
GER-Bundesliga,2023-24,Dortmund,Sébastien Haller,CIV,FW,29,1994,4.4,161,9,18,78,68,24,161,5,4,80.0,1,20.0,77,353,175,11,4,2,10,4,116,34
GER-Bundesliga,2023-24,Dortmund,Thomas Meunier,BEL,DF,31,1991,6.5,560,30,214,246,106,11,560,8,2,25.0,5,62.5,305,1788,925,21,13,2,6,4,356,25
GER-Bundesliga,2023-24,Dortmund,Thorgan Hazard,BEL,DF,30,1993,0.1,9,0,1,6,2,0,9,0,0,,0,,4,9,3,0,0,0,0,0,5,1
GER-Bundesliga,2023-24,Dortmund,Youssoufa Moukoko,GER,FW,18,2004,6.9,199,5,20,86,99,24,199,24,11,45.8,10,41.7,126,685,291,16,8,10,21,10,131,27
GER-Bundesliga,2023-24,Eint Frankfurt,Ansgar Knauff,GER,"MF,DF",21,2002,23.4,1039,20,180,453,424,101,1039,64,25,39.1,33,51.6,540,3559,1891,77,34,38,44,26,611,164
GER-Bundesliga,2023-24,Eint Frankfurt,Aurélio Buta,POR,"DF,MF",26,1997,19.4,1300,54,334,620,355,47,1300,32,11,34.4,19,59.4,644,3001,1452,51,29,17,22,20,772,104
GER-Bundesliga,2023-24,Eint Frankfurt,Christopher Lenz,GER,DF,28,1994,0.1,13,2,4,8,1,0,13,0,0,,0,,5,22,18,0,1,0,1,1,6,0
GER-Bundesliga,2023-24,Eint Frankfurt,Donny van de Beek,NED,"MF,FW",26,1997,4.0,173,2,30,94,50,12,173,6,3,50.0,3,50.0,95,445,112,2,2,0,6,3,113,12
GER-Bundesliga,2023-24,Eint Frankfurt,Elias Baum,GER,"DF,MF",17,2005,0.3,26,2,7,18,1,0,26,2,0,0.0,2,100.0,13,52,21,0,0,0,2,1,15,2
GER-Bundesliga,2023-24,Eint Frankfurt,Ellyes Skhiri,TUN,MF,28,1995,24.1,1556,87,452,906,206,30,1556,17,12,70.6,5,29.4,773,3297,1338,10,18,1,28,25,1002,28
GER-Bundesliga,2023-24,Eint Frankfurt,Fares Chaïbi,ALG,"MF,FW",20,2002,21.2,1127,20,112,481,549,71,1127,20,7,35.0,13,65.0,536,2859,1441,53,39,12,42,16,710,143
GER-Bundesliga,2023-24,Eint Frankfurt,Hrvoje Smolčić,CRO,DF,22,2000,3.9,369,56,212,152,6,2,369,2,2,100.0,0,0.0,213,1062,557,0,1,0,1,2,259,0
GER-Bundesliga,2023-24,Eint Frankfurt,Hugo Ekitike,FRA,FW,21,2002,8.0,311,2,20,137,159,56,311,39,18,46.2,19,48.7,190,1040,500,16,9,9,26,13,225,60
GER-Bundesliga,2023-24,Eint Frankfurt,Hugo Larsson,SWE,MF,19,2004,21.0,1175,52,339,641,206,16,1175,19,7,36.8,11,57.9,654,2937,1185,26,19,4,25,7,770,42
GER-Bundesliga,2023-24,Eint Frankfurt,Jean Mattéo Bahoya,FRA,"MF,FW",18,2005,2.0,104,0,5,58,44,9,104,11,6,54.5,5,45.5,57,360,204,6,6,3,7,1,62,22
GER-Bundesliga,2023-24,Eint Frankfurt,Jens Grahl,GER,GK,34,1988,2.0,100,89,100,0,0,0,100,0,0,,0,,59,309,146,0,0,0,0,0,49,0
GER-Bundesliga,2023-24,Eint Frankfurt,Jens Petter Hauge,NOR,"MF,FW",23,1999,1.6,103,2,16,44,44,5,103,6,2,33.3,4,66.7,63,405,238,7,3,3,3,0,69,15
GER-Bundesliga,2023-24,Eint Frankfurt,Jesper Lindstrøm,DEN,FW,23,2000,0.9,45,0,3,18,24,4,45,4,1,25.0,3,75.0,34,221,82,2,4,0,5,2,40,9
GER-Bundesliga,2023-24,Eint Frankfurt,Jessic Ngankam,GER,FW,23,2000,3.1,84,1,4,41,40,11,83,8,3,37.5,5,62.5,59,232,54,2,2,1,8,8,63,17
GER-Bundesliga,2023-24,Eint Frankfurt,Junior Dina Ebimbe,FRA,"MF,DF",22,2000,21.7,1256,54,230,616,431,94,1256,90,42,46.7,44,48.9,687,3618,1760,57,32,25,59,30,831,157
GER-Bundesliga,2023-24,Eint Frankfurt,Kevin Trapp,GER,GK,33,1990,32.0,1228,1013,1218,12,0,0,1228,0,0,,0,,704,3122,1991,0,0,0,0,0,657,0
GER-Bundesliga,2023-24,Eint Frankfurt,Kristijan Jakić,CRO,"MF,FW",26,1997,2.2,132,8,25,82,25,3,132,2,0,0.0,2,100.0,70,360,89,3,4,1,1,3,85,9
GER-Bundesliga,2023-24,Eint Frankfurt,Makoto Hasebe,JPN,"DF,MF",39,1984,2.4,209,11,73,125,12,0,209,0,0,,0,,141,726,432,0,1,0,1,1,159,3
GER-Bundesliga,2023-24,Eint Frankfurt,Mario Götze,GER,MF,31,1992,23.0,1537,27,297,812,449,42,1537,39,18,46.2,19,48.7,938,3559,1465,22,34,2,34,26,1119,118
GER-Bundesliga,2023-24,Eint Frankfurt,Marko Mladenović,SRB,MF,18,2005,0.1,3,0,1,1,1,0,3,0,0,,0,,1,1,0,0,0,0,0,0,3,1
GER-Bundesliga,2023-24,Eint Frankfurt,Nacho Ferri,ESP,"FW,MF",18,2004,0.8,45,2,5,21,19,6,45,1,0,0.0,1,100.0,23,93,19,0,0,0,6,2,32,8
GER-Bundesliga,2023-24,Eint Frankfurt,Niels Nkounkou,FRA,"DF,MF",22,2000,14.5,1108,49,328,537,270,26,1108,81,46,56.8,34,42.0,588,3658,2088,55,34,13,22,10,607,62
GER-Bundesliga,2023-24,Eint Frankfurt,Nnamdi Collins,GER,DF,19,2004,1.0,86,3,20,54,12,1,86,2,1,50.0,1,50.0,48,184,89,1,0,1,0,1,59,5
GER-Bundesliga,2023-24,Eint Frankfurt,Omar Marmoush,EGY,"FW,MF",24,1999,25.6,940,5,60,403,503,155,938,112,39,34.8,64,57.1,647,4713,2153,88,52,40,99,58,700,165
GER-Bundesliga,2023-24,Eint Frankfurt,Paxten Aaronson,USA,MF,19,2003,1.1,72,0,6,39,28,5,72,7,2,28.6,4,57.1,43,193,50,2,0,1,5,4,46,7
GER-Bundesliga,2023-24,Eint Frankfurt,Philipp Max,GER,DF,29,1993,15.0,1006,25,249,543,225,20,1006,11,6,54.5,5,45.5,523,2613,1344,25,15,2,11,3,634,56
GER-Bundesliga,2023-24,Eint Frankfurt,Randal Kolo Muani,FRA,FW,24,1998,1.7,56,1,1,30,27,10,56,15,4,26.7,10,66.7,42,336,180,6,4,2,3,8,46,9
GER-Bundesliga,2023-24,Eint Frankfurt,Robin Koch,GER,DF,27,1996,30.4,2469,353,1222,1189,68,32,2469,4,2,50.0,2,50.0,1520,7109,4101,14,15,0,9,2,1745,3
GER-Bundesliga,2023-24,Eint Frankfurt,Sasa Kalajdzic,AUT,FW,26,1997,3.6,108,8,15,72,22,5,108,3,1,33.3,2,66.7,51,233,77,1,3,0,4,2,82,9
GER-Bundesliga,2023-24,Eint Frankfurt,Sebastian Rode,GER,MF,32,1990,0.7,65,1,6,43,18,1,65,0,0,,0,,31,139,85,3,2,0,2,0,40,4
GER-Bundesliga,2023-24,Eint Frankfurt,Timothy Chandler,USA,"MF,DF",33,1990,0.2,30,0,1,7,22,2,30,0,0,,0,,17,58,20,1,1,0,0,1,24,10
GER-Bundesliga,2023-24,Eint Frankfurt,Tuta,BRA,DF,24,1999,28.9,2224,192,947,1076,217,33,2224,29,11,37.9,14,48.3,1358,5827,2737,22,16,1,24,15,1501,46
GER-Bundesliga,2023-24,Eint Frankfurt,Willian Pacho,ECU,DF,21,2001,33.0,2663,312,1324,1287,65,16,2663,14,12,85.7,2,14.3,1637,7792,3873,22,11,0,23,7,1762,4
GER-Bundesliga,2023-24,Freiburg,Attila Szalai,HUN,DF,25,1998,1.1,92,24,53,36,3,1,92,0,0,,0,,55,229,137,1,1,1,0,2,58,0
GER-Bundesliga,2023-24,Freiburg,Christian Günter,GER,DF,30,1993,11.8,588,23,147,246,197,14,588,9,4,44.4,4,44.4,285,1216,579,15,20,5,11,7,367,63
GER-Bundesliga,2023-24,Freiburg,Fabian Rüdlin,GER,MF,26,1997,0.1,6,0,0,2,4,0,6,0,0,,0,,3,6,0,0,0,0,0,0,3,0
GER-Bundesliga,2023-24,Freiburg,Florent Muslija,KVX,"MF,FW",25,1998,1.2,97,0,22,41,34,4,97,2,1,50.0,0,0.0,52,335,153,6,2,2,5,2,63,7
GER-Bundesliga,2023-24,Freiburg,Jordy Makengo,FRA,DF,21,2001,11.4,666,50,215,309,149,5,666,26,12,46.2,10,38.5,341,1998,975,27,20,3,14,5,384,34
GER-Bundesliga,2023-24,Freiburg,Junior Adamu,AUT,"FW,MF",22,2001,1.2,54,2,7,32,18,6,54,3,0,0.0,2,66.7,29,141,48,1,1,0,5,5,33,5
GER-Bundesliga,2023-24,Freiburg,Kenneth Schmidt,GER,DF,21,2002,0.8,55,4,20,30,6,0,55,0,0,,0,,29,143,37,2,0,0,0,1,28,3
GER-Bundesliga,2023-24,Freiburg,Kiliann Sildillia,FRA,DF,21,2002,20.1,1412,113,470,709,250,22,1412,34,16,47.1,17,50.0,716,4057,1865,22,20,1,24,10,778,58
GER-Bundesliga,2023-24,Freiburg,Lucas Höler,GER,"FW,MF",29,1994,25.6,1008,46,159,457,399,97,1006,29,13,44.8,15,51.7,546,2264,844,24,12,5,59,19,717,153
GER-Bundesliga,2023-24,Freiburg,Lukas Kübler,GER,DF,30,1992,20.5,1254,106,446,623,193,14,1254,10,3,30.0,3,30.0,554,2385,981,13,14,0,7,6,615,32
GER-Bundesliga,2023-24,Freiburg,Manuel Gulde,GER,DF,32,1991,22.7,1304,170,634,626,50,17,1304,4,2,50.0,2,50.0,616,2909,1606,10,13,0,13,2,818,3
GER-Bundesliga,2023-24,Freiburg,Matthias Ginter,GER,DF,29,1994,21.3,1458,148,563,826,77,17,1458,5,2,40.0,3,60.0,886,5290,3308,23,15,0,8,2,965,20
GER-Bundesliga,2023-24,Freiburg,Maximilian Breunig,GER,FW,22,2000,0.1,6,0,0,4,2,0,6,0,0,,0,,1,0,0,0,0,0,2,0,3,0
GER-Bundesliga,2023-24,Freiburg,Maximilian Eggestein,GER,MF,26,1996,32.4,1635,71,371,958,324,35,1635,37,20,54.1,14,37.8,859,4467,2100,42,41,3,30,19,999,72
GER-Bundesliga,2023-24,Freiburg,Maximilian Philipp,GER,"FW,MF",29,1994,3.6,155,4,22,76,57,14,155,1,0,0.0,1,100.0,94,341,105,3,4,2,8,7,105,28
GER-Bundesliga,2023-24,Freiburg,Merlin Röhl,GER,"MF,FW",21,2002,16.4,676,30,130,316,255,41,676,42,21,50.0,14,33.3,398,2785,1414,44,37,10,50,42,428,87
GER-Bundesliga,2023-24,Freiburg,Michael Gregoritsch,AUT,FW,29,1994,18.7,661,31,97,263,309,101,661,18,5,27.8,11,61.1,284,1198,458,12,18,4,36,13,449,89
GER-Bundesliga,2023-24,Freiburg,Nicolas Höfler,GER,MF,33,1990,25.9,1386,112,417,805,175,20,1386,18,14,77.8,3,16.7,661,3259,1249,14,11,0,19,20,804,15
GER-Bundesliga,2023-24,Freiburg,Noah Atubolu,GER,GK,21,2002,34.0,1461,1103,1440,22,0,0,1461,0,0,,0,,835,4754,2508,0,0,0,2,0,729,0
GER-Bundesliga,2023-24,Freiburg,Noah Weißhaupt,GER,"DF,FW",21,2001,8.4,503,13,94,217,194,24,503,40,8,20.0,21,52.5,326,2513,1303,41,27,9,18,4,349,84
GER-Bundesliga,2023-24,Freiburg,Philipp Lienhart,AUT,DF,27,1996,14.1,1114,110,564,520,39,9,1114,3,0,0.0,3,100.0,730,4866,2716,14,12,0,7,0,738,3
GER-Bundesliga,2023-24,Freiburg,Ritsu Doan,JPN,"DF,MF",25,1998,25.0,1038,39,183,455,417,64,1038,115,53,46.1,55,47.8,590,3301,1706,49,41,9,47,36,670,139
GER-Bundesliga,2023-24,Freiburg,Roland Sallai,HUN,"MF,FW",26,1997,20.4,826,28,110,352,372,74,825,57,21,36.8,28,49.1,511,2882,1311,47,38,15,43,15,615,139
GER-Bundesliga,2023-24,Freiburg,Vincenzo Grifo,ITA,"MF,FW",30,1993,25.8,1574,43,226,789,572,64,1568,59,23,39.0,28,47.5,888,4546,2071,54,33,24,37,20,1023,148
GER-Bundesliga,2023-24,Freiburg,Yannik Keitel,GER,"DF,MF",23,2000,10.2,677,92,308,341,34,10,677,6,3,50.0,3,50.0,384,2069,1137,4,3,1,7,3,435,7
GER-Bundesliga,2023-24,Gladbach,Alassane Pléa,FRA,"FW,MF",30,1993,21.3,972,6,71,472,446,90,971,53,21,39.6,26,49.1,635,3074,1633,56,44,21,34,33,766,157
GER-Bundesliga,2023-24,Gladbach,Christoph Kramer,GER,MF,32,1991,2.8,227,6,58,109,60,8,227,10,4,40.0,5,50.0,128,575,280,10,3,4,3,4,140,8
GER-Bundesliga,2023-24,Gladbach,Fabio Chiarodia,ITA,DF,18,2005,1.7,108,18,73,31,5,0,108,0,0,,0,,64,330,148,0,0,0,0,1,70,1
GER-Bundesliga,2023-24,Gladbach,Florian Neuhaus,GER,MF,26,1997,13.6,696,15,123,409,175,36,695,21,11,52.4,8,38.1,428,2227,1211,30,20,5,13,16,518,43
GER-Bundesliga,2023-24,Gladbach,Franck Honorat,FRA,"DF,FW",26,1996,26.1,1413,28,249,501,680,66,1413,54,21,38.9,27,50.0,775,4677,2675,97,60,26,26,18,881,242
GER-Bundesliga,2023-24,Gladbach,Grant Ranos,ARM,"MF,FW",20,2003,0.5,36,0,1,15,20,4,36,3,1,33.3,2,66.7,20,82,14,0,1,0,2,5,23,4
GER-Bundesliga,2023-24,Gladbach,Joe Scally,USA,DF,20,2002,24.8,1581,111,612,707,273,20,1581,33,11,33.3,20,60.6,911,4302,1921,39,33,6,22,21,997,75
GER-Bundesliga,2023-24,Gladbach,Jonas Omlin,SUI,GK,29,1994,7.0,300,239,299,1,0,0,300,2,2,100.0,0,0.0,196,983,536,0,0,0,0,0,155,0
GER-Bundesliga,2023-24,Gladbach,Jordan Pefok,USA,FW,27,1996,15.8,470,35,56,273,144,64,470,13,3,23.1,9,69.2,253,934,285,5,4,2,43,30,337,73
GER-Bundesliga,2023-24,Gladbach,Julian Weigl,GER,MF,27,1995,30.7,1781,95,582,1038,180,11,1779,24,14,58.3,6,25.0,932,3694,1713,14,16,1,17,9,1102,14
GER-Bundesliga,2023-24,Gladbach,Ko Itakura,JPN,"DF,MF",26,1997,17.7,1110,142,522,523,74,29,1110,7,5,71.4,2,28.6,628,3177,1766,14,11,1,7,5,715,7
GER-Bundesliga,2023-24,Gladbach,Luca Netz,GER,DF,20,2003,24.7,1498,86,486,611,416,41,1498,48,23,47.9,21,43.8,761,3141,1564,46,33,9,34,28,843,99
GER-Bundesliga,2023-24,Gladbach,Lukas Ullrich,GER,"DF,FW",19,2004,0.5,29,1,7,9,13,0,29,1,0,0.0,1,100.0,20,79,17,0,1,0,2,3,21,6
GER-Bundesliga,2023-24,Gladbach,Manu Koné,FRA,MF,22,2001,17.3,925,23,181,525,238,31,925,69,37,53.6,26,37.7,579,3369,1764,42,33,6,41,41,643,56
GER-Bundesliga,2023-24,Gladbach,Marvin Friedrich,GER,DF,27,1995,17.4,1089,158,670,375,47,17,1089,3,2,66.7,1,33.3,652,2780,1267,2,7,1,10,1,725,4
